공장구분,설립구분,입주형태,보유구분,등록구분,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,구
0,3,0,1,3,3,1,0,0,4,1,19,0,1241,180,135,315,6,276,13
0,5,0,1,0,4,1,0,0,5,1,16,0,1983,325,69,394,6,135,13
0,3,0,1,3,8,4,0,0,12,1,16,0,1500,298,195,494,6,146,13
0,3,3,1,2,2,0,0,0,2,1,39,9,244,145,145,290,6,324,13
0,5,3,1,0,7,0,0,0,7,1,16,3,1978,391,102,493,6,180,13
0,5,3,1,3,4,7,0,0,11,1,16,0,1754,350,140,490,6,77,13
0,3,0,1,3,3,1,0,0,4,1,19,0,2846,471,7,478,6,135,13
0,5,0,1,3,4,1,0,0,5,1,16,0,2596,435,59,495,6,253,13
0,5,3,1,3,5,0,0,0,5,1,16,3,1294,253,172,426,6,38,13
0,5,0,0,3,3,0,0,0,3,1,16,3,846,168,168,336,6,323,13
0,5,3,1,3,4,2,0,0,6,1,16,0,1910,325,165,490,6,325,13
0,3,0,1,3,5,1,0,0,6,1,19,0,2423,450,20,470,6,325,13
0,3,3,1,3,4,1,0,0,5,1,16,0,1368,246,175,421,6,179,13
0,3,0,1,3,2,2,0,0,4,1,16,0,1967,324,118,442,6,179,13
0,5,0,1,3,10,0,0,0,10,1,19,0,3478,412,82,495,6,79,13
0,3,3,1,3,5,1,0,0,6,1,19,0,3282,493,0,493,6,79,13
0,3,0,1,0,3,2,0,0,5,1,19,0,823,198,66,264,6,180,13
0,5,3,1,0,3,0,0,0,3,1,16,0,1653,325,169,494,6,325,13
0,5,0,1,3,2,1,0,0,3,1,16,3,1626,337,124,461,6,245,13
0,3,6,0,2,5,0,0,0,5,1,16,0,2251,435,59,494,6,336,13
0,5,0,1,3,5,0,0,0,5,1,19,3,992,190,0,190,6,276,13
0,3,0,1,3,5,2,0,0,7,1,16,0,2919,433,59,492,6,300,13
0,5,0,1,3,4,0,0,0,4,1,16,3,1342,266,95,361,6,314,13
0,3,6,0,2,15,6,0,0,21,1,16,0,457,331,125,457,6,179,13
