공장구분,설립구분,입주형태,보유구분,등록구분,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,구
1,4,2,0,0,1,1,0,0,2,1,42,0,0,970,398,1369,6,323,12
1,4,0,0,0,3,0,0,0,3,1,42,0,0,280,50,330,6,188,12
1,4,5,1,3,5,0,0,0,5,1,42,0,758,730,28,758,6,154,12
1,4,2,0,3,3,6,0,0,9,1,36,0,0,363,132,495,6,29,12
1,4,4,1,3,64,133,7,0,204,2,35,0,14738,9047,4654,13702,6,138,12
1,4,4,1,3,1,0,0,0,1,1,35,0,24965,2584,2345,4929,6,138,12
1,4,2,0,0,1,0,0,0,1,1,36,0,634,634,0,634,6,188,12
1,4,4,1,0,7,7,0,0,14,1,38,0,955,1994,102,2096,6,241,12
0,3,6,0,2,5,0,0,0,5,1,65,12,0,120,0,120,6,219,12
0,3,6,0,2,2,1,0,0,3,1,65,12,62,10,52,62,6,236,12
0,3,6,0,2,1,1,0,0,2,1,65,12,0,49,0,49,6,84,12
0,3,6,0,2,3,0,0,0,3,1,65,12,0,486,110,596,6,99,12
0,3,0,0,2,3,2,0,0,5,1,70,12,241,144,0,144,6,2,12
0,3,6,0,2,1,1,0,0,2,1,68,12,0,127,0,127,6,28,12
0,3,0,1,2,2,0,0,0,2,1,57,0,315,285,0,285,6,323,12
0,3,6,0,2,1,0,0,0,1,1,65,12,0,116,0,116,6,102,12
0,3,9,1,0,4,1,0,0,5,1,50,12,496,96,0,96,6,188,12
0,3,9,1,2,4,1,0,0,5,1,70,12,267,267,0,267,6,21,12
0,3,9,1,2,2,0,0,0,2,1,70,12,132,54,1,55,6,124,12
0,3,4,1,0,0,0,0,0,0,1,65,12,0,14,0,14,6,23,12
1,1,3,1,0,7,2,0,0,9,1,36,0,3375,1400,44,1444,6,223,12
1,1,2,0,0,4,0,0,0,4,1,42,0,1090,316,0,316,6,251,12
1,1,0,0,3,3,0,0,0,3,1,36,0,360,300,60,360,6,78,12
1,1,5,1,0,44,3,0,0,47,1,36,0,3529,485,622,1107,6,223,12
1,1,4,1,0,152,35,0,0,187,2,37,0,3520,1923,196,2120,6,102,12
1,1,2,0,3,3,0,0,0,3,1,36,0,0,120,60,180,6,331,12
1,1,5,1,0,6,0,0,0,6,1,36,0,1848,279,200,479,6,118,12
1,1,2,0,0,3,1,0,0,4,1,42,0,0,264,0,264,6,189,12
1,1,2,0,3,4,2,0,0,6,1,36,0,0,198,198,396,6,335,12
1,1,2,0,3,0,0,0,0,0,1,36,0,0,45,49,94,6,124,12
1,1,4,1,0,5,2,0,0,7,1,35,0,1364,350,130,481,6,127,12
1,1,2,0,0,5,1,0,0,6,1,36,0,248,233,15,248,6,210,12
1,1,2,0,3,7,1,0,0,8,1,36,0,0,50,0,50,6,223,12
1,1,0,1,0,10,4,0,0,14,1,36,0,1779,1046,0,1046,6,256,12
1,1,5,1,0,4,2,0,0,6,1,42,0,1726,583,246,829,6,335,12
